	HA1	HA2	HA3	HA4	HA5	HA6	HA7	HB1	HB2	HB3	HB4	HB5	HB6	HB7	HC1	HC2	HC3	HC4	HC5	HC6	HC7	HD1	HD2	HD3	HD4	HD5	HD6	HD7	HE1	HE2	HE3	HE4	HE5	HE6	HE7	HF1	HF2	HF3	HF4	HF5	HF6	HF7	MA1	MA2	MA3	MA4	MA5	MA6	MB1	MB2	MB3	MB4	MB5	MB6	MC1	MC2	MC3	MC4	MC5	MC6	MD1	MD2	MD3	MD4	MD5	MD6	ME1	ME2	ME3	ME4	ME5	ME6	MF1	MF2	MF3	MF4	MF5	MF6	VA1	VA2	VA3	VA4	VA5	VD1	VD2	VD3	VD4	VD5	VF1	VF2	VF3	VF4	VF5	YA1	YA2	YA3	YA4	YA5	YD1	YD2	YD3	YD4	YD5	YF1	YF2	YF3	YF4	YF5
MC2	1	1	1	1	1	1	1	0.846153846	0.934533552	0.609756098	1	0.796363636	0.890410959	0.797101449	0.755555556	1	0.643564356	1	0.86	0.939720129	0.738317757	0.951951952	0.934747145	0.58974359	0.976699029	0.817589577	0.902946274	0.790262172	0.929155313	0.953871499	0.56	0.992945326	0.832835821	0.911811024	0.722772277	0.982300885	0.950980392	0.616	1	0.873873874	0.926218709	0.8	1	1	1	1	1	1	0.682926829	0.666666667	0.794326241	0.811320755	0.720430108	0.593023256	0.542372881	0	0.965179543	0.96432212	0.717391304	0.646258503	0.475409836	0.663551402	0.981281497	0.967287597	0.931034483	0.962616822	0.822878229	0.506849315	0.958273381	0.96025716	0.853955375	0.835616438	0.723502304	0.857954545	0.926082365	0.954415954	0.937931034	0.93867121	1	1	1	1	1	0.942028986	0.76119403	0.860465116	0.95	0.68115942	0.725	0.724770642	0.684210526	0.701754386	0.689655172	1	1	1	1	1	0.31147541	0.358490566	0.24137931	0.379310345	0.322580645	0.442622951	0.392857143	0.358490566	0.371428571	0.415384615
MC3	1	1	1	1	1	1	1	0.880103359	0.972233908	0.967532468	0.801766438	0.920627144	0.750548968	0.812928501	0.969827586	0.994900127	0.968934119	0.882109617	0.905817175	0.686827458	0.853535354	0.722725107	0.972257251	0.958576739	0.659798334	0.917993247	0.731967563	0.823905558	0.703703704	0.98145807	0.96034298	0.663094728	0.901951452	0.711786756	0.866869919	0.719714964	0.978132885	0.950290851	0.892428198	0.900452489	0.699009901	0.847457627	1	1	1	1	1	1	0.882901554	0.844601413	0.78515625	0.732245681	0.846311475	0.876160991	0.91507431	0.965179543	0	0.034871245	0.868717949	0.897543126	0.908898305	0.841414141	0.209507042	0.094025712	0.306049822	0.122426869	0.787923417	0.892259414	0.154626109	0.357492091	0.71314741	0.706896552	0.845688351	0.712936733	0.804644305	0.721766562	0.825700615	0.844217687	1	1	1	1	1	0.98147139	0.980360065	0.993366501	0.99889258	0.97493188	0.967497291	0.959466667	0.966340934	0.960638298	0.951115834	1	1	1	1	1	0.972632731	0.981308411	0.975877193	0.975877193	0.971553611	0.972632731	0.978046103	0.981308411	0.962962963	0.968323321
MC4	1	1	1	1	1	1	1	0.889266634	0.971211515	0.967545639	0.810360777	0.922401848	0.760932945	0.818097876	0.971717172	0.99515543	0.967855349	0.886297376	0.908296943	0.698474636	0.856463878	0.738191633	0.971234519	0.957149975	0.658212058	0.91989076	0.743007702	0.828465461	0.719096145	0.979975971	0.959798995	0.661375661	0.904719101	0.723564356	0.869024857	0.735307313	0.979216627	0.947394541	0.898970083	0.903170523	0.710834277	0.850704225	1	1	1	1	1	1	0.88023369	0.841405508	0.790055249	0.745471014	0.855491329	0.870029098	0.918326693	0.96432212	0.034871245	0	0.866923819	0.892979872	0.914512922	0.838403042	0.197943445	0.070153997	0.324471711	0.143081761	0.79268857	0.895874263	0.182317073	0.328519856	0.714645405	0.708762887	0.842429995	0.722569135	0.803313359	0.724347298	0.822295082	0.84073107	1	1	1	1	1	0.982644206	0.981604497	0.993792033	0.998963731	0.976518632	0.969543147	0.951975988	0.968463886	0.953093812	0.944167498	1	1	1	1	1	0.974372117	0.982501287	0.977412731	0.977412731	0.973360656	0.974372117	0.979445015	0.982501287	0.965306122	0.970332481
MC5	1	1	1	1	1	1	1	0.786476868	0.952973721	0.804123711	0.8125	0.674418605	0.704654896	0.582474227	0.871287129	0.988555079	0.812206573	0.742857143	0.671875	0.782901057	0.63190184	0.869662921	0.953103448	0.737991266	0.862838915	0.680190931	0.703918723	0.604221636	0.858037578	0.977746871	0.764150943	0.885125184	0.659955257	0.716198126	0.624203822	0.871396896	0.953038674	0.746835443	0.724137931	0.672661871	0.752009185	0.710227273	1	1	1	1	1	1	0.152173913	0.243902439	0.248730964	0.474418605	0.214765101	0.126760563	0.295652174	0.717391304	0.868717949	0.866923819	0	0.158301158	0.316239316	0.245398773	0.897577855	0.87202767	0.747404844	0.855740922	0.248041775	0.263565891	0.805592543	0.83763028	0.517355372	0.465454545	0.221884498	0.512931034	0.720491029	0.80474934	0.767295597	0.772939347	1	1	1	1	1	0.878453039	0.843575419	0.922580645	0.986842105	0.767955801	0.71875	0.538461538	0.70212766	0.539823009	0.48245614	1	1	1	1	1	0.710982659	0.793939394	0.741176471	0.741176471	0.701149425	0.710982659	0.761904762	0.793939394	0.626373626	0.672316384
MC6	1	1	1	1	1	1	1	0.778688525	0.95335277	0.78343949	0.798270893	0.634285714	0.709897611	0.54985755	0.854545455	0.990936556	0.784090909	0.711934156	0.642105263	0.830677291	0.598615917	0.87254902	0.953488372	0.677083333	0.861016949	0.643979058	0.739263804	0.573099415	0.864253394	0.979472141	0.725714286	0.884735202	0.63902439	0.76056338	0.588447653	0.874396135	0.95342067	0.69	0.696428571	0.672447013	0.79616307	0.688888889	1	1	1	1	1	1	0.09623431	0.367697595	0.378151261	0.562340967	0.318007663	0.198380567	0.160621762	0.646258503	0.897543126	0.892979872	0.158301158	0	0.228426396	0.349480969	0.922187171	0.902460457	0.803395889	0.889055472	0.375722543	0.384615385	0.853924915	0.875699888	0.612676056	0.567251462	0.356164384	0.606557377	0.782778865	0.84989858	0.820242915	0.823859087	1	1	1	1	1	0.875	0.816901408	0.898305085	0.982608696	0.736111111	0.677419355	0.554347826	0.655629139	0.555555556	0.486910995	1	1	1	1	1	0.632352941	0.734375	0.669172932	0.669172932	0.620437956	0.632352941	0.694656489	0.734375	0.531034483	0.585714286
MD1	1	1	1	1	1	1	1	0.844748858	0.936459909	0.681818182	0.919254658	0.618461538	0.739750446	0.613496933	0.785714286	0.993720565	0.695364238	0.880733945	0.693333333	0.850868233	0.681818182	0.932114883	0.936651584	0.628742515	0.932743363	0.647058824	0.767145136	0.640378549	0.908872902	0.96347032	0.626666667	0.951377634	0.631168831	0.786861314	0.674603175	0.948586118	0.939577039	0.645714286	0.869346734	0.704453441	0.819530284	0.772413793	1	1	1	1	1	1	0.252336449	0.353383459	0.5	0.543478261	0.347457627	0.225225225	0.202380952	0.475409836	0.908898305	0.914512922	0.316239316	0.228426396	0	0.356060606	0.943422914	0.923589516	0.842778793	0.912955466	0.514018692	0.214285714	0.884722222	0.902328223	0.683241252	0.647540984	0.378277154	0.631840796	0.827482447	0.88170564	0.85785124	0.859477124	1	1	1	1	1	0.882352941	0.794871795	0.870967742	0.977777778	0.714285714	0.646153846	0.672955975	0.619047619	0.670731707	0.626506024	1	1	1	1	1	0.54954955	0.669902913	0.592592593	0.592592593	0.535714286	0.54954955	0.622641509	0.669902913	0.433333333	0.495652174
MD2	1	1	1	1	1	1	1	0.871382637	0.917662683	0.75	0.90821256	0.635491607	0.724349158	0.636363636	0.844827586	0.989026063	0.728395062	0.877419355	0.6900369	0.792717087	0.674157303	0.936842105	0.917880795	0.644787645	0.917808219	0.652561247	0.721835883	0.643031785	0.905697446	0.951935915	0.685950413	0.935119887	0.64360587	0.732303732	0.668604651	0.95010395	0.941644562	0.655430712	0.869415808	0.696245734	0.764705882	0.743455497	1	1	1	1	1	1	0.366013072	0.039106145	0.212264151	0.326086957	0.182926829	0.171974522	0.461538462	0.663551402	0.841414141	0.838403042	0.245398773	0.349480969	0.356060606	0	0.887671233	0.850618865	0.704890388	0.829787234	0.220338983	0.236111111	0.785900783	0.8143551	0.448818898	0.393103448	0.275766017	0.380566802	0.682277319	0.78007762	0.743471582	0.746200608	1	1	1	1	1	0.886255924	0.866028708	0.935135135	0.989010989	0.791469194	0.747747748	0.64940239	0.743119266	0.6484375	0.589147287	1	1	1	1	1	0.753694581	0.825641026	0.78	0.78	0.745098039	0.753694581	0.797979798	0.825641026	0.679245283	0.719806763
MD3	1	1	1	1	1	1	1	0.923478261	0.983720229	0.982783357	0.861652116	0.946997652	0.82468138	0.873239437	0.984263233	0.996355906	0.983612398	0.917884482	0.9356085	0.768913343	0.902054795	0.810463968	0.983730039	0.97591215	0.744799752	0.94490541	0.809929942	0.880928355	0.79824276	0.990341081	0.97790449	0.745798961	0.933574482	0.794073631	0.91127923	0.806239737	0.987341772	0.968915578	0.927845884	0.931428571	0.781818182	0.897488119	1	1	1	1	1	1	0.910801394	0.887748118	0.837349398	0.816137566	0.89626556	0.911744267	0.942634561	0.981281497	0.209507042	0.197943445	0.897577855	0.922187171	0.943422914	0.887671233	0	0.166904422	0.470933333	0.189982729	0.842122943	0.93197756	0.340332031	0.268734435	0.72428884	0.754452926	0.87889155	0.794637018	0.507254312	0.360097324	0.427315054	0.432474227	1	1	1	1	1	0.987747748	0.98701767	0.995634776	0.999271668	0.983423423	0.978463747	0.955239787	0.977713875	0.953191489	0.944720057	1	1	1	1	1	0.981929888	0.987676694	0.984081042	0.984081042	0.981213873	0.981929888	0.985517741	0.987676694	0.975504323	0.979068928
MD4	1	1	1	1	1	1	1	0.90078329	0.972262774	0.971053822	0.83090379	0.930116473	0.782575758	0.836174636	0.974763407	0.995581738	0.969506726	0.899869395	0.916963227	0.722040549	0.87110542	0.763606824	0.972283005	0.959928762	0.69667171	0.927750411	0.765705839	0.84557596	0.74599359	0.980994152	0.962314939	0.698813056	0.913961039	0.747467438	0.882453882	0.760940032	0.981028822	0.952972493	0.909569798	0.912164788	0.734764543	0.865766146	1	1	1	1	1	1	0.888355866	0.850746269	0.798423891	0.771965672	0.870410367	0.881790526	0.927013796	0.967287597	0.094025712	0.070153997	0.87202767	0.902460457	0.923589516	0.850618865	0.166904422	0	0.369051371	0.098397041	0.805833333	0.905054945	0.23216823	0.2671875	0.656750572	0.69302688	0.847399829	0.749294639	0.695058518	0.635437305	0.718455458	0.735392068	1	1	1	1	1	0.984531392	0.983606557	0.994475138	0.999077916	0.979071884	0.972838388	0.943699732	0.971882086	0.941150245	0.930512249	1	1	1	1	1	0.97716895	0.984417965	0.979881116	0.979881116	0.976266545	0.97716895	0.981693364	0.984417965	0.969076853	0.973564266
MD5	1	1	1	1	1	1	1	0.817703769	0.948199621	0.948766603	0.672025723	0.870088212	0.616992583	0.685897436	0.966101695	0.992302758	0.940354147	0.796491228	0.851311953	0.556023146	0.741989882	0.577011494	0.948264984	0.913682277	0.569603228	0.867083659	0.594577147	0.694915254	0.574309186	0.967067764	0.927238806	0.577647823	0.842387146	0.569383945	0.761499148	0.583524027	0.967171717	0.901549681	0.818019625	0.844632768	0.560947429	0.731023102	1	1	1	1	1	1	0.776408451	0.696969697	0.636363636	0.624806202	0.753022453	0.763986014	0.851376147	0.931034483	0.306049822	0.324471711	0.747404844	0.803395889	0.842778793	0.704890388	0.470933333	0.369051371	0	0.306418219	0.641190668	0.803220036	0.16257409	0.283637719	0.512627986	0.496453901	0.703952902	0.590634441	0.709223554	0.642255892	0.732645403	0.761416589	1	1	1	1	1	0.973102786	0.965351299	0.98817734	0.998023715	0.963496638	0.948669202	0.896392229	0.944656489	0.898710866	0.886029412	1	1	1	1	1	0.951597289	0.966829268	0.957281553	0.957281553	0.949709865	0.951597289	0.961089494	0.966829268	0.934740883	0.944069431
MD6	1	1	1	1	1	1	1	0.896193772	0.96673428	0.97107438	0.80809031	0.925786754	0.761522199	0.815962441	0.980452675	0.995083982	0.966240409	0.885262117	0.911268855	0.698167445	0.852998066	0.742112483	0.966761248	0.953323186	0.678345293	0.923183711	0.743315508	0.823668081	0.722647456	0.978870378	0.961105425	0.681123503	0.90772042	0.723583769	0.865758755	0.739170087	0.97891322	0.947448206	0.897154269	0.906005222	0.710677382	0.846227316	1	1	1	1	1	1	0.873141724	0.828019324	0.780898876	0.750460405	0.858823529	0.865745311	0.9168357	0.962616822	0.122426869	0.143081761	0.855740922	0.889055472	0.912955466	0.829787234	0.189982729	0.098397041	0.306418219	0	0.789176471	0.89	0.188039457	0.249929874	0.613123136	0.652705061	0.826170932	0.727107888	0.629418065	0.573357888	0.652952887	0.672391017	1	1	1	1	1	0.984399376	0.981259761	0.993674222	0.998944034	0.979199168	0.971044467	0.936831381	0.968911917	0.933943089	0.923857868	1	1	1	1	1	0.973890339	0.982170949	0.976987448	0.976987448	0.972860125	0.973890339	0.979057592	0.982170949	0.964656965	0.969775925
ME1	1	1	1	1	1	1	1	0.72826087	0.965432099	0.864768683	0.796178344	0.696202532	0.684507042	0.612631579	0.861591696	0.992366412	0.873333333	0.738419619	0.689482471	0.764184397	0.651331719	0.823308271	0.965517241	0.810126582	0.843137255	0.699604743	0.68556701	0.630901288	0.819787986	0.987593052	0.806020067	0.864229765	0.68164794	0.697841727	0.645885287	0.817843866	0.965474723	0.796296296	0.724137931	0.692068429	0.732776618	0.717539863	1	1	1	1	1	1	0.305785124	0.224096386	0.043659044	0.272727273	0.231168831	0.342318059	0.501577287	0.822878229	0.787923417	0.79268857	0.248041775	0.375722543	0.514018692	0.220338983	0.842122943	0.805833333	0.641190668	0.789176471	0	0.449275362	0.707992448	0.754973822	0.367052023	0.296703297	0.379807692	0.313974592	0.609075044	0.710542732	0.726269316	0.724690459	1	1	1	1	1	0.917910448	0.917293233	0.950413223	0.991631799	0.850746269	0.806451613	0.681818182	0.803636364	0.680511182	0.638095238	1	1	1	1	1	0.807692308	0.865079365	0.828793774	0.828793774	0.800766284	0.807692308	0.843137255	0.865079365	0.747211896	0.78030303
ME2	1	1	1	1	1	1	1	0.893004115	0.927007299	0.743589744	0.947976879	0.627507163	0.736752137	0.634285714	0.865853659	0.993948563	0.702857143	0.925619835	0.696202532	0.804586241	0.6875	0.960687961	0.927219796	0.623036649	0.949066214	0.653543307	0.732718894	0.648093842	0.931972789	0.953010279	0.655172414	0.965678627	0.638141809	0.743300423	0.68115942	0.975786925	0.950437318	0.638190955	0.919282511	0.706563707	0.776710684	0.770700637	1	1	1	1	1	1	0.394957983	0.24137931	0.438202247	0.484693878	0.253846154	0.162601626	0.395833333	0.506849315	0.892259414	0.895874263	0.263565891	0.384615385	0.214285714	0.236111111	0.93197756	0.905054945	0.803220036	0.89	0.449275362	0	0.863387978	0.882352941	0.611992945	0.5703125	0.305841924	0.549295775	0.792360431	0.860622463	0.82171799	0.826923077	1	1	1	1	1	0.902097902	0.829787234	0.897435897	0.98245614	0.762237762	0.753246753	0.759562842	0.733333333	0.755319149	0.705263158	1	1	1	1	1	0.62962963	0.732283465	0.666666667	0.666666667	0.617647059	0.62962963	0.692307692	0.732283465	0.527777778	0.582733813
ME3	1	1	1	1	1	1	1	0.84801614	0.968895801	0.961428571	0.749685535	0.905838041	0.696008748	0.767879548	0.964488636	0.993700787	0.963354475	0.850605653	0.888242142	0.629728527	0.818537859	0.647486372	0.968928017	0.954006969	0.636661211	0.902769231	0.674934037	0.78170347	0.635608309	0.98025974	0.952045134	0.64137931	0.882637629	0.651817716	0.835526316	0.643934822	0.975129534	0.943173943	0.863667348	0.881952327	0.63986519	0.811296534	1	1	1	1	1	1	0.829959514	0.782268579	0.70375	0.663814181	0.803191489	0.830872483	0.885793872	0.958273381	0.154626109	0.182317073	0.805592543	0.853924915	0.884722222	0.785900783	0.340332031	0.23216823	0.16257409	0.188039457	0.707992448	0.863387978	0	0.259161439	0.626725566	0.616173121	0.77980456	0.623952096	0.753642384	0.665686995	0.782889427	0.804975923	1	1	1	1	1	0.975486662	0.97400722	0.991182954	0.998527246	0.966834895	0.957081545	0.918710582	0.955523673	0.920391061	0.910739191	1	1	1	1	1	0.963741842	0.975200584	0.968023256	0.968023256	0.962318841	0.963741842	0.970887918	0.975200584	0.951008646	0.958062184
ME4	1	1	1	1	1	1	1	0.872787611	0.968888889	0.962812318	0.781266353	0.908045977	0.729302326	0.791122715	0.966454598	0.994609164	0.964367816	0.867183177	0.893084846	0.66588785	0.833783055	0.749492901	0.968916519	0.952164009	0.732590529	0.905447071	0.710288809	0.802728227	0.744765703	0.978628673	0.955146636	0.734360834	0.888551165	0.689533861	0.847908745	0.753286148	0.976899156	0.941043084	0.884787472	0.887662026	0.678065054	0.827567855	1	1	1	1	1	1	0.85801442	0.814555256	0.745965643	0.711803781	0.835616438	0.850911099	0.906659078	0.96025716	0.357492091	0.328519856	0.83763028	0.875699888	0.902328223	0.8143551	0.268734435	0.2671875	0.283637719	0.249929874	0.754973822	0.882352941	0.259161439	0	0.57879925	0.620606644	0.804956897	0.686589653	0.431554524	0.401248768	0.482672383	0.505154639	1	1	1	1	1	0.980093677	0.978898007	0.992865636	0.998808815	0.973067916	0.965095986	0.92791762	0.963848397	0.924700513	0.911111111	1	1	1	1	1	0.970588235	0.979905437	0.974071892	0.974071892	0.969429747	0.970588235	0.97640118	0.979905437	0.96021065	0.965962441
ME5	1	1	1	1	1	1	1	0.647457627	0.930232558	0.892644135	0.578643579	0.767241379	0.538626609	0.546628407	0.929549902	0.988095238	0.877394636	0.701188455	0.751522533	0.635555556	0.612598425	0.689655172	0.930367505	0.82527881	0.675213675	0.766483516	0.531062124	0.543604651	0.680203046	0.955252918	0.850287908	0.70242915	0.727513228	0.547348485	0.589085072	0.7	0.949661181	0.802197802	0.666666667	0.74566474	0.591525424	0.597579425	1	1	1	1	1	1	0.565811966	0.434850863	0.351351351	0.50202977	0.528830313	0.544688027	0.699443414	0.853955375	0.71314741	0.714645405	0.517355372	0.612676056	0.683241252	0.448818898	0.72428884	0.656750572	0.512627986	0.613123136	0.367052023	0.611992945	0.626725566	0.57879925	0	0.096623981	0.432601881	0.448900388	0.472222222	0.513424658	0.512966477	0.554858934	1	1	1	1	1	0.942857143	0.926229508	0.974137931	0.995661605	0.92244898	0.892215569	0.777358491	0.883299799	0.760747664	0.724394786	1	1	1	1	1	0.89626556	0.928270042	0.908141962	0.908141962	0.892339545	0.89626556	0.916142558	0.928270042	0.861507128	0.880658436
ME6	1	1	1	1	1	1	1	0.607476636	0.93654043	0.883928571	0.567398119	0.741029641	0.527936146	0.517133956	0.916666667	0.991605456	0.858672377	0.68164794	0.72845953	0.632432432	0.586206897	0.676680973	0.936670072	0.801242236	0.673098751	0.741456166	0.520678685	0.51342812	0.667121419	0.963001028	0.82832618	0.702036442	0.70042796	0.538461538	0.559859155	0.687943262	0.955010225	0.775967413	0.646601942	0.725925926	0.585777778	0.570957096	1	1	1	1	1	1	0.516981132	0.381443299	0.277777778	0.423976608	0.47826087	0.498141264	0.661157025	0.835616438	0.706896552	0.708762887	0.465454545	0.567251462	0.647540984	0.393103448	0.754452926	0.69302688	0.496453901	0.652705061	0.296703297	0.5703125	0.616173121	0.620606644	0.096623981	0	0.396226415	0.389972145	0.521706017	0.557062147	0.575360419	0.615584416	1	1	1	1	1	0.954022989	0.935334873	0.970660147	0.995073892	0.908045977	0.883408072	0.768421053	0.877828054	0.75	0.709543568	1	1	1	1	1	0.882903981	0.918854415	0.896226415	0.896226415	0.878504673	0.882903981	0.90521327	0.918854415	0.844036697	0.865429234
MF1	1	1	1	1	1	1	1	0.910828025	0.936507937	0.797356828	0.81294964	0.685714286	0.707317073	0.657957245	0.89787234	0.983606557	0.804878049	0.801916933	0.728440367	0.763500931	0.715877437	0.949790795	0.936675462	0.732824427	0.863636364	0.699115044	0.681440443	0.67961165	0.9296875	0.960106383	0.795918367	0.887640449	0.65	0.692307692	0.711815562	0.962809917	0.93659181	0.688888889	0.80952381	0.728353141	0.730088496	0.781818182	1	1	1	1	1	1	0.365695793	0.279778393	0.330210773	0.477321814	0.35347432	0.205047319	0.475285171	0.723502304	0.845688351	0.842429995	0.221884498	0.356164384	0.378277154	0.275766017	0.87889155	0.847399829	0.703952902	0.826170932	0.379807692	0.305841924	0.77980456	0.804956897	0.432601881	0.396226415	0	0.392354125	0.67032967	0.766300839	0.722605364	0.73161486	1	1	1	1	1	0.887850467	0.839622642	0.936170213	0.989189189	0.822429907	0.76	0.551181102	0.737556561	0.552123552	0.501915709	1	1	1	1	1	0.757281553	0.828282828	0.783251232	0.783251232	0.748792271	0.757281553	0.800995025	0.828282828	0.68372093	0.723809524
MF2	1	1	1	1	1	1	1	0.91091314	0.95959596	0.889502762	0.884057971	0.762162162	0.752212389	0.776978417	0.924324324	0.98615917	0.900262467	0.892857143	0.782352941	0.786600496	0.829959514	0.954323002	0.95968645	0.869017632	0.899371069	0.768313458	0.726954492	0.795246801	0.941267388	0.972942503	0.873684211	0.917355372	0.726829268	0.733333333	0.829875519	0.951534733	0.961883408	0.832098765	0.888111888	0.779005525	0.761308951	0.876923077	1	1	1	1	1	1	0.608108108	0.391129032	0.309608541	0.117056856	0.43776824	0.504424779	0.67839196	0.857954545	0.712936733	0.722569135	0.512931034	0.606557377	0.631840796	0.380566802	0.794637018	0.749294639	0.590634441	0.727107888	0.313974592	0.549295775	0.623952096	0.686589653	0.448900388	0.389972145	0.392354125	0	0.610431948	0.633016627	0.751388889	0.755158184	1	1	1	1	1	0.902578797	0.902017291	0.962848297	0.99375	0.873925501	0.833333333	0.763496144	0.825842697	0.76142132	0.732323232	1	1	1	1	1	0.853372434	0.897897898	0.869822485	0.869822485	0.847953216	0.853372434	0.880952381	0.897897898	0.805714286	0.831884058
MF3	1	1	1	1	1	1	1	0.908045977	0.962314939	0.933124347	0.893635571	0.845217391	0.806637807	0.824500434	0.939896373	0.991792066	0.93442623	0.898370086	0.82745098	0.817073171	0.851239669	0.932119205	0.962365591	0.913306452	0.900719424	0.842639594	0.789256198	0.833625219	0.919484702	0.974358974	0.917948718	0.911234397	0.816528926	0.790728477	0.851439183	0.937397035	0.967720242	0.894	0.908203125	0.821076573	0.804161567	0.87264574	1	1	1	1	1	1	0.772858518	0.682859762	0.586862576	0.644593462	0.717247879	0.740210124	0.834843907	0.926082365	0.804644305	0.803313359	0.720491029	0.782778865	0.827482447	0.682277319	0.507254312	0.695058518	0.709223554	0.629418065	0.609075044	0.792360431	0.753642384	0.431554524	0.472222222	0.521706017	0.67032967	0.610431948	0	0.205792014	0.168550369	0.174231332	1	1	1	1	1	0.970338983	0.966029724	0.986928105	0.997814208	0.951271186	0.937172775	0.882113821	0.936908517	0.872598584	0.84863774	1	1	1	1	1	0.946581197	0.963362069	0.9528403	0.9528403	0.944503735	0.946581197	0.957035446	0.963362069	0.928042328	0.938297872
MF4	1	1	1	1	1	1	1	0.850766156	0.966031909	0.957567185	0.800498753	0.894212819	0.750406945	0.77238806	0.963431786	0.993746743	0.959525471	0.848	0.877598152	0.762052189	0.812419146	0.852252252	0.966066838	0.94478951	0.820249053	0.891397193	0.734939759	0.778611632	0.845791642	0.977307891	0.948324022	0.819905213	0.871625675	0.740721912	0.818774446	0.856373429	0.973251029	0.93136582	0.860904794	0.871621622	0.75131516	0.805343511	1	1	1	1	1	1	0.828877005	0.780361757	0.700123916	0.660606061	0.802371542	0.823138298	0.886896552	0.954415954	0.721766562	0.724347298	0.80474934	0.84989858	0.88170564	0.78007762	0.360097324	0.635437305	0.642255892	0.573357888	0.710542732	0.860622463	0.665686995	0.401248768	0.513424658	0.557062147	0.766300839	0.633016627	0.205792014	0	0.106741573	0.095770152	1	1	1	1	1	0.97573162	0.974267334	0.991272727	0.998542274	0.96716631	0.957507082	0.912560722	0.955965909	0.908713693	0.892265193	1	1	1	1	1	0.964106246	0.975451264	0.968345324	0.968345324	0.962697274	0.964106246	0.971181556	0.975451264	0.95149786	0.958482462
MF5	1	1	1	1	1	1	1	0.856801909	0.958799294	0.948717949	0.835294118	0.873807777	0.76985616	0.774193548	0.96434635	0.992835821	0.941126997	0.858280255	0.856182796	0.786812097	0.806451613	0.880365939	0.958847737	0.917012448	0.850280724	0.870967742	0.756156156	0.772693727	0.870790378	0.974041298	0.927609428	0.86102719	0.848208011	0.75856065	0.795348837	0.885073581	0.969411765	0.904369332	0.846402587	0.849869452	0.772604223	0.804216867	1	1	1	1	1	1	0.795527157	0.742331288	0.715328467	0.785206259	0.770800628	0.784126984	0.864013267	0.937931034	0.825700615	0.822295082	0.767295597	0.820242915	0.85785124	0.743471582	0.427315054	0.718455458	0.732645403	0.652952887	0.726269316	0.82171799	0.782889427	0.482672383	0.512966477	0.575360419	0.722605364	0.751388889	0.168550369	0.106741573	0	0.042440318	1	1	1	1	1	0.972342264	0.968831169	0.98938992	0.99822695	0.961970614	0.948630137	0.899749373	0.946735395	0.891846922	0.873754153	1	1	1	1	1	0.956483899	0.970201578	0.961605585	0.961605585	0.954782609	0.956483899	0.965034965	0.970201578	0.941278066	0.949696444
MF6	1	1	1	1	1	1	1	0.904012589	0.967308815	0.95777027	0.885007278	0.891067538	0.822690639	0.827285922	0.969798658	0.99526347	0.948462178	0.888188976	0.872170439	0.828655835	0.85106383	0.92195122	0.967346939	0.931091058	0.894867038	0.887863733	0.807027993	0.834915997	0.911504425	0.97893505	0.943427621	0.904134212	0.864996521	0.80771445	0.851226994	0.926439972	0.974329055	0.921760391	0.889688249	0.866752911	0.818377217	0.867362146	1	1	1	1	1	1	0.799368088	0.743550835	0.713872832	0.784507042	0.777950311	0.789638932	0.867213115	0.93867121	0.844217687	0.84073107	0.772939347	0.823859087	0.859477124	0.746200608	0.432474227	0.735392068	0.761416589	0.672391017	0.724690459	0.826923077	0.804975923	0.505154639	0.554858934	0.615584416	0.73161486	0.755158184	0.174231332	0.095770152	0.042440318	0	1	1	1	1	1	0.984628523	0.976047904	0.989519651	0.998248687	0.967549103	0.957698816	0.910817506	0.955857385	0.902960526	0.886699507	1	1	1	1	1	0.957007739	0.970562771	0.962068966	0.962068966	0.95532646	0.957007739	0.965457686	0.970562771	0.941979522	0.950299914
VA1	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1
VA2	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	0	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1
VA3	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	0	NA	NA	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1
