	HA1	HA2	HA3	HA4	HA5	HA6	HA7	HB1	HB2	HB3	HB4	HB5	HB6	HB7	HC1	HC2	HC3	HC4	HC5	HC6	HC7	HD1	HD2	HD3	HD4	HD5	HD6	HD7	HE1	HE2	HE3	HE4	HE5	HE6	HE7	HF1	HF2	HF3	HF4	HF5	HF6	HF7	VA1	VA2	VA3	VA4	VA5	VD1	VD2	VD3	VD4	VD5	VF1	VF2	VF3	VF4	VF5	MA1	MA2	MA3	MA4	MA5	MA6	MB1	MB2	MB3	MB4	MB5	MB6	MC1	MC2	MC3	MC4	MC5	MC6	MD1	MD2	MD3	MD4	MD5	MD6	ME1	ME2	ME3	ME4	ME5	ME6	MF1	MF2	MF3	MF4	MF5	MF6	YA1	YA2	YA3	YA4	YA5	YD1	YD2	YD3	YD4	YD5	YF1	YF2	YF3	YF4	YF5
HF6	0.449779337	0.626022189	0.520514036	0.550757298	0.594716427	0.567778936	0.578462183	0.413568376	0.585054899	0.658933445	0.563137788	0.593086783	0.441315046	0.652260569	0.536619119	0.518526294	0.564249934	0.488728916	0.506103978	0.340510451	0.540669856	0.452928647	0.594013974	0.479457835	0.628575911	0.544209084	0.435350685	0.57898604	0.416272016	0.79588015	0.602309711	0.666771127	0.513851369	0.367226891	0.485840382	0.407036236	0.750118067	0.5348026	0.562371758	0.493104537	0	0.603719375	0.552486594	0.492539698	0.499194251	0.615408606	0.535056236	0.560440016	0.516783317	0.539111076	0.661112181	0.491948522	0.531846935	0.55872261	0.510822236	0.592244274	0.491397429	0.806820001	0.790287924	0.804519236	0.817598974	0.798903697	0.800484262	0.809559573	0.799265606	0.794145925	0.77660548	0.795453324	0.784633932	0.795933535	0.78085003	0.752213363	0.753237605	0.811777188	0.794059406	0.786904173	0.798242262	0.744939707	0.73279483	0.757106812	0.746221905	0.785273416	0.7891966	0.719940254	0.730288436	0.779190689	0.781717632	0.886435664	0.877026093	0.789237429	0.793593166	0.795791947	0.782995262	0.805902201	0.799792134	0.788150043	0.798276516	0.785729454	0.798606309	0.803714089	0.780866367	0.774447359	0.787332013	0.796628964	0.793815554	0.802105493	0.803395991	0.799740344
HF7	0.642032822	0.754174878	0.582695333	0.431642663	0.461301602	0.688418211	0.271447197	0.588789023	0.573160622	0.599477397	0.402563568	0.431769444	0.534844931	0.483315056	0.636479254	0.706328056	0.562473751	0.412158627	0.545659349	0.619869281	0.239346665	0.585961936	0.615907793	0.592102499	0.372526557	0.433398038	0.523859083	0.319329048	0.563043018	0.803283783	0.551142006	0.38239118	0.47083641	0.506353606	0.228604311	0.586808108	0.654545455	0.563565565	0.41854374	0.537864892	0.603719375	0	0.388819681	0.641498431	0.515954657	0.629016231	0.462731532	0.420938747	0.646961423	0.547500456	0.507363492	0.475988775	0.344314262	0.612313103	0.461366865	0.318545759	0.450418524	0.818510254	0.797315364	0.813066386	0.834574468	0.809534	0.809085065	0.818308054	0.805234714	0.792608349	0.774919614	0.7988229	0.788336697	0.801479915	0.784408602	0.723560324	0.718955659	0.822637722	0.800724638	0.78688704	0.802521465	0.639959269	0.656998874	0.692376381	0.666630197	0.788282219	0.796156786	0.683148335	0.652084905	0.739727497	0.744373077	0.880620563	0.871851852	0.765056395	0.752405252	0.758838854	0.745892081	0.817638904	0.810389893	0.788234046	0.805978202	0.787938052	0.802139604	0.769384745	0.780445784	0.773100288	0.782729211	0.799216292	0.797013633	0.78486099	0.783404929	0.803758953
VA1	0.569598807	0.797327906	0.459127131	0.390264139	0.33769958	0.539337582	0.351663693	0.500385398	0.597486835	0.488818765	0.438865293	0.379766291	0.397230382	0.634769813	0.627797333	0.698243584	0.451365774	0.394913916	0.527902562	0.65438855	0.334049839	0.412762779	0.570532915	0.479110078	0.389320337	0.378247096	0.38313783	0.429249053	0.503567049	0.841686647	0.447832948	0.44588654	0.414818746	0.379107462	0.326054225	0.524316897	0.626741679	0.433109146	0.340460752	0.618691983	0.552486594	0.388819681	0	0.468737661	0.414308632	0.479578763	0.404219286	0.29700516	0.462623587	0.424002099	0.379838092	0.374741554	0.264318329	0.557946023	0.338557662	0.350722906	0.300525976	0.773552216	0.758154807	0.768142531	0.788018631	0.756768982	0.760769936	0.775090039	0.761446169	0.746060801	0.732488268	0.753890893	0.745601318	0.754242247	0.741890795	0.67068937	0.651637074	0.78157559	0.751144956	0.748741116	0.767288442	0.565174237	0.578933736	0.641265382	0.61403161	0.734288194	0.747914491	0.621637802	0.592028632	0.708428271	0.715397153	0.85920398	0.843601896	0.740208835	0.726332121	0.731817209	0.717353961	0.769291043	0.761157704	0.74076882	0.754542986	0.740036174	0.758413731	0.731442506	0.735392619	0.726307321	0.732195933	0.760140016	0.753635027	0.740202241	0.743953105	0.768852992
VA2	0.469794455	0.749059117	0.256265235	0.618008127	0.515890495	0.645374985	0.598530678	0.439493693	0.530343677	0.389656605	0.621954069	0.548524692	0.50952639	0.680901125	0.570625804	0.604823847	0.348697309	0.535156583	0.452834421	0.524449135	0.555202152	0.469399008	0.436250489	0.413974005	0.679412327	0.448319018	0.550606257	0.58334665	0.442049653	0.834507005	0.320383177	0.736406331	0.439650723	0.504525731	0.525724707	0.438195991	0.526671779	0.383157014	0.566013756	0.519976065	0.492539698	0.641498431	0.468737661	0	0.467982068	0.620645638	0.498988808	0.513497013	0.067010839	0.425377062	0.590689031	0.422805748	0.457487357	0.331515194	0.3329972	0.576801509	0.355314222	0.731721059	0.712883275	0.731269203	0.747868347	0.71060816	0.715248793	0.74038692	0.72292333	0.704100556	0.686615946	0.708125982	0.697496577	0.709825182	0.694523042	0.738097898	0.759232767	0.739119196	0.709232575	0.710605079	0.734411034	0.750221367	0.727448686	0.74209315	0.732345784	0.695690897	0.698625407	0.711265394	0.715260682	0.784762342	0.786273495	0.84397954	0.818303446	0.808825763	0.813121294	0.805057087	0.787984262	0.72478032	0.715417435	0.692720447	0.706907938	0.695042952	0.713452566	0.705022448	0.685256776	0.675205408	0.727783697	0.723734751	0.71342796	0.690390197	0.696071189	0.736858295
VA3	0.389018957	0.669012152	0.486433145	0.523726668	0.471434452	0.647156991	0.505995304	0.345166103	0.535167626	0.574929435	0.531723862	0.50074932	0.516493467	0.649428853	0.486845795	0.521730738	0.510474483	0.451093457	0.460883847	0.506209316	0.437578722	0.413930891	0.496306893	0.503955294	0.570798047	0.399487762	0.508818777	0.491963461	0.409182502	0.787834756	0.465600818	0.592673163	0.445110747	0.46727435	0.403458379	0.391769819	0.61290861	0.489968848	0.487786128	0.426737196	0.499194251	0.515954657	0.414308632	0.467982068	0	0.604057189	0.416352501	0.404737108	0.454742932	0.317184929	0.500837798	0.384016872	0.442617864	0.590215943	0.431379243	0.459113175	0.392490643	0.803879345	0.784172508	0.804089061	0.8246786	0.789934144	0.79147259	0.805648416	0.79458047	0.779027112	0.76304991	0.78592756	0.772484439	0.786974256	0.773031983	0.711514396	0.697022569	0.812409371	0.781411406	0.782011287	0.802079886	0.656930987	0.638249477	0.671537686	0.643320937	0.770531674	0.781042742	0.66416941	0.650580573	0.731761783	0.737880347	0.888138103	0.873186243	0.774088179	0.765292098	0.756166172	0.742582431	0.803904033	0.79644156	0.776281994	0.789622799	0.77616658	0.79228813	0.76826517	0.763341342	0.753033616	0.764438555	0.791115494	0.783621467	0.777045377	0.778150161	0.797631272
VA4	0.702500843	0.843953844	0.575499854	0.601476666	0.485890552	0.384345975	0.555903812	0.652990169	0.69793149	0.535750315	0.678301085	0.48553704	0.406979036	0.759028507	0.768508852	0.820305107	0.501953656	0.656411378	0.666239196	0.805437916	0.57781181	0.57550663	0.682227251	0.516499822	0.509502788	0.575613627	0.427772542	0.713091314	0.602595458	0.860358921	0.531635168	0.534520766	0.517830157	0.406408375	0.539330405	0.642766073	0.681122502	0.502837756	0.55424902	0.758841505	0.615408606	0.629016231	0.479578763	0.620645638	0.604057189	0	0.569408408	0.629336526	0.616428085	0.637014702	0.437297361	0.560450096	0.540547784	0.684891154	0.549548229	0.531804738	0.5556846	0.729426566	0.733732029	0.730682128	0.736986388	0.68244387	0.699897674	0.722650853	0.724327345	0.702654942	0.703832455	0.688900009	0.696992391	0.709533225	0.718489912	0.596963558	0.576914821	0.70109204	0.678173837	0.719397199	0.727337601	0.511938404	0.527559391	0.558111649	0.538670846	0.683354246	0.707227267	0.561723894	0.538654489	0.631660405	0.634014584	0.82300922	0.791551728	0.67671346	0.665908634	0.647609577	0.63729854	0.719622698	0.717025288	0.689252953	0.709376476	0.695875801	0.722409578	0.684595065	0.696779792	0.693164949	0.682142175	0.721607941	0.709552412	0.703364377	0.715813263	0.739721183
VA5	0.53796217	0.716058462	0.486620375	0.521651676	0.396337141	0.619009601	0.448524051	0.500711661	0.560016972	0.539579985	0.557731733	0.417044481	0.428520863	0.539102591	0.559723134	0.648534691	0.476025207	0.491886187	0.320166168	0.561844689	0.41584676	0.458547742	0.518986685	0.497771392	0.573826585	0.358963075	0.456514509	0.362246389	0.46562834	0.810771109	0.467002798	0.620299971	0.310213712	0.431850939	0.434422376	0.500225506	0.605691269	0.471587267	0.495642439	0.399608525	0.535056236	0.462731532	0.404219286	0.498988808	0.416352501	0.569408408	0	0.489858331	0.507750849	0.415782538	0.507493184	0.366854895	0.41616147	0.429456971	0.412321627	0.477296419	0.310867716	0.793805244	0.777070472	0.791741642	0.807300464	0.778823756	0.781119278	0.793932865	0.784531381	0.770402311	0.754385589	0.777615114	0.768766479	0.775617274	0.764847366	0.740682839	0.730448929	0.799021056	0.772759681	0.774655431	0.791992707	0.689401237	0.675692749	0.705966273	0.681069801	0.758482604	0.769420307	0.680533752	0.671468996	0.739792803	0.745251493	0.868138563	0.856833384	0.754173263	0.751443798	0.747334777	0.734483014	0.788734944	0.783982773	0.762464772	0.778116615	0.765576505	0.782126273	0.754363447	0.755518758	0.747629336	0.771236333	0.783259485	0.77571285	0.764659314	0.767843235	0.790569609
VD1	0.540752887	0.806180195	0.509686018	0.350650965	0.449570187	0.676657509	0.388446184	0.508983111	0.644471425	0.59115036	0.331188147	0.475414263	0.533925716	0.684421193	0.618235477	0.664541299	0.554125122	0.396803466	0.531081763	0.633018569	0.336936918	0.53107978	0.614827492	0.551362989	0.401450721	0.400576069	0.52666739	0.401258619	0.532031492	0.849339937	0.532782249	0.43745837	0.477835195	0.489935673	0.32884944	0.518052565	0.689782707	0.543278951	0.39402229	0.58467358	0.560440016	0.420938747	0.29700516	0.513497013	0.404737108	0.629336526	0.489858331	0	0.516722161	0.402410986	0.446838933	0.457243326	0.285847266	0.622689129	0.423037749	0.389620091	0.375590506	0.829652797	0.817413508	0.828131457	0.842148896	0.820777414	0.822100276	0.831460972	0.822765502	0.815151691	0.800809656	0.817974198	0.808707517	0.817925187	0.805647317	0.73458799	0.719052693	0.834199391	0.814387949	0.812624592	0.827983668	0.634262732	0.656018009	0.701042861	0.67850104	0.808860902	0.811953771	0.69142357	0.660868124	0.740438017	0.744389261	0.886462244	0.879420741	0.762798337	0.749829825	0.754168184	0.744065754	0.827557551	0.823436259	0.814651563	0.820770026	0.814704231	0.821210193	0.79284702	0.800930948	0.79211917	0.789544981	0.821483149	0.816218364	0.810715691	0.811453665	0.826707507
VD2	0.459449821	0.777000534	0.265552505	0.634656855	0.515201542	0.647695673	0.598822885	0.42164096	0.555778756	0.379096295	0.638954314	0.555629093	0.518320152	0.693312799	0.573878849	0.600356196	0.339812587	0.554816424	0.449007416	0.53838766	0.554253233	0.46746971	0.45977529	0.422476113	0.679597464	0.460693769	0.564089903	0.593498883	0.439681604	0.845643294	0.324639861	0.733711138	0.440811252	0.522020096	0.527414628	0.417172686	0.53757324	0.374491829	0.584683563	0.53310835	0.516783317	0.646961423	0.462623587	0.067010839	0.454742932	0.616428085	0.507750849	0.516722161	0	0.41639791	0.609077552	0.417543518	0.452610329	0.3490004	0.340109645	0.579996106	0.341056778	0.72218215	0.700399111	0.721423693	0.740909066	0.702114411	0.706125887	0.733576145	0.709940673	0.69102743	0.672982541	0.695193563	0.683190604	0.699137387	0.680545873	0.731893742	0.754906443	0.731930975	0.699608914	0.696635306	0.721322848	0.749262682	0.722874486	0.73558715	0.726776445	0.686125803	0.687566561	0.705926042	0.70938516	0.780926353	0.784619455	0.839595957	0.814081343	0.806437948	0.810805385	0.801993954	0.783667971	0.716222027	0.704171695	0.684736053	0.695251423	0.682936172	0.701049263	0.699462923	0.674372069	0.662846045	0.718284567	0.711880557	0.70396725	0.677740993	0.685695633	0.726906306
VD3	0.394558726	0.685368834	0.446962009	0.517337729	0.458094565	0.707795216	0.489512355	0.397189408	0.477833485	0.547040482	0.510081246	0.477701728	0.555750686	0.660461341	0.499577543	0.513479525	0.513147851	0.451575165	0.415587486	0.531325206	0.442557547	0.504755323	0.457323581	0.509348919	0.583124037	0.374700792	0.520039657	0.486777228	0.452248519	0.826513283	0.495201908	0.619044143	0.441233243	0.488088933	0.436451858	0.365396667	0.572830386	0.491691951	0.490594879	0.475492025	0.539111076	0.547500456	0.424002099	0.425377062	0.317184929	0.637014702	0.415782538	0.402410986	0.41639791	0	0.50563572	0.46538533	0.397248321	0.56509916	0.371315519	0.45995579	0.366890392	0.7860252	0.769972917	0.782644301	0.798874517	0.769369853	0.771491499	0.787344348	0.777403501	0.75934942	0.7485745	0.76743662	0.757212025	0.76754737	0.757994339	0.752441602	0.742922831	0.79075766	0.764633592	0.766931035	0.786261206	0.661451643	0.665385339	0.717354678	0.686528597	0.747120348	0.760028469	0.685894602	0.658434858	0.752225719	0.758315516	0.86618853	0.852882345	0.763790114	0.754228299	0.756905606	0.74437505	0.781033607	0.775911313	0.749937495	0.766328491	0.753022553	0.770509042	0.752412646	0.746543207	0.732129212	0.778195911	0.77947029	0.769524998	0.753053612	0.759040789	0.786633543
VD4	0.637002009	0.812083241	0.568336232	0.417753226	0.453141161	0.543752617	0.51831596	0.609685569	0.614483944	0.574085158	0.551298085	0.45191351	0.543317224	0.687419712	0.717884716	0.771894857	0.552186211	0.54815112	0.629327392	0.73805048	0.490049894	0.56882434	0.635164972	0.594178646	0.444476137	0.495112254	0.532714543	0.585318255	0.605691464	0.834434661	0.543382418	0.461852007	0.526593035	0.519802934	0.455641401	0.626896505	0.614552493	0.569851227	0.435433806	0.679911481	0.661112181	0.507363492	0.379838092	0.590689031	0.500837798	0.437297361	0.507493184	0.446838933	0.609077552	0.50563572	0	0.530700159	0.493151886	0.656318238	0.441298983	0.445594816	0.499023453	0.690403001	0.688034211	0.686547351	0.704502958	0.675253201	0.676871129	0.691193286	0.682324946	0.667141503	0.65263332	0.672294831	0.663612118	0.672682868	0.66217135	0.541072781	0.51000983	0.697964937	0.669204688	0.669538492	0.684795489	0.465857603	0.474100055	0.527257775	0.506326701	0.650670631	0.662580789	0.521824442	0.468131562	0.622353865	0.630984053	0.837873225	0.801408948	0.640683031	0.606652657	0.619318392	0.619460852	0.686693889	0.679298584	0.654479469	0.672288276	0.659643009	0.67777561	0.626474739	0.646989444	0.639803234	0.623052546	0.67843189	0.670155742	0.65733967	0.657830024	0.681826713
VD5	0.482647836	0.772929314	0.404356415	0.534735724	0.423175008	0.631399281	0.464270546	0.416551127	0.648984758	0.510523516	0.562499337	0.479030884	0.442523612	0.495587453	0.543891647	0.645100543	0.44813726	0.445699068	0.386611905	0.554647078	0.403155146	0.411509393	0.581407885	0.429542903	0.582634508	0.345700246	0.479139739	0.391020321	0.42431893	0.829924083	0.446408428	0.645134992	0.316082264	0.433890545	0.426713533	0.438817302	0.697069305	0.415933565	0.471164205	0.45336677	0.491948522	0.475988775	0.374741554	0.422805748	0.384016872	0.560450096	0.366854895	0.457243326	0.417543518	0.46538533	0.530700159	0	0.38766924	0.469573987	0.350096422	0.485471626	0.213488078	0.731677758	0.695969499	0.735733062	0.758550458	0.713197472	0.714987179	0.7397226	0.709910979	0.693739846	0.667103324	0.70216337	0.678734993	0.709961789	0.673665188	0.677650733	0.684795868	0.742583629	0.705301427	0.672436291	0.702751481	0.702423581	0.6726548	0.655145344	0.646898166	0.693642253	0.697969854	0.665202812	0.656006146	0.722449872	0.726753904	0.855643607	0.8268089	0.759137455	0.758547147	0.750806714	0.733642792	0.737659517	0.719056865	0.698725151	0.715273427	0.688288482	0.708364342	0.707578439	0.684617494	0.662853422	0.713511753	0.703183352	0.702309176	0.672191182	0.674603815	0.724267691
VF1	0.552962014	0.820206382	0.476224791	0.50813232	0.38381182	0.622492659	0.267117454	0.50825072	0.598837989	0.525875349	0.434076027	0.425996917	0.449120694	0.671000354	0.637458314	0.685438045	0.501573593	0.427139448	0.488428148	0.616145627	0.242526926	0.488111829	0.570192129	0.502525596	0.39849203	0.330888346	0.42627946	0.392044627	0.491533113	0.860495585	0.475849937	0.443995608	0.38607934	0.40966089	0.271866307	0.499252178	0.622209967	0.477913667	0.4607568	0.571937039	0.531846935	0.344314262	0.264318329	0.457487357	0.442617864	0.540547784	0.41616147	0.285847266	0.452610329	0.397248321	0.493151886	0.38766924	0	0.546002563	0.365700574	0.315340414	0.325287705	0.806509295	0.802217347	0.800117522	0.811146068	0.789901551	0.792780107	0.802746195	0.799084108	0.784815623	0.778102688	0.787865873	0.786847137	0.786602246	0.787443389	0.740824713	0.726364525	0.805808596	0.785093537	0.793289088	0.806007943	0.632385587	0.658275148	0.702814726	0.676169105	0.768123564	0.783489689	0.68063165	0.654064434	0.747721956	0.75240767	0.871884034	0.863278575	0.75875441	0.747221222	0.748851195	0.741721295	0.796667764	0.795914163	0.767125169	0.786388886	0.774706303	0.794549156	0.757650465	0.773820373	0.768006282	0.780246494	0.802375929	0.792137555	0.777413739	0.788850002	0.810705017
VF2	0.602053417	0.759482909	0.375701613	0.648466685	0.553266687	0.716159998	0.627184714	0.583740119	0.554337447	0.442971415	0.670531181	0.559426219	0.54716901	0.582316246	0.661929104	0.695227148	0.412812054	0.618758891	0.48774124	0.605574104	0.588157832	0.500888339	0.475885111	0.513934124	0.735952107	0.535801493	0.609171405	0.541818995	0.440344941	0.825469235	0.387886756	0.767630284	0.462557811	0.565484591	0.629529	0.509314478	0.537188676	0.458944085	0.620970194	0.516388499	0.55872261	0.612313103	0.557946023	0.331515194	0.590215943	0.684891154	0.429456971	0.622689129	0.3490004	0.56509916	0.656318238	0.469573987	0.546002563	0	0.433159894	0.597903532	0.447956774	0.749576494	0.734353291	0.744433771	0.763496562	0.732198826	0.733663707	0.759373623	0.739981758	0.727048652	0.710778773	0.725980801	0.716697154	0.731451921	0.718275293	0.747828173	0.769237112	0.759131038	0.733350703	0.727970011	0.75062996	0.761894101	0.738437925	0.748268621	0.740424986	0.71988774	0.71823933	0.726299388	0.729676615	0.794236119	0.797939687	0.855348506	0.826998011	0.816147897	0.819620202	0.813699313	0.797361871	0.74366468	0.733532386	0.720583388	0.725763798	0.721121801	0.73201271	0.726096777	0.710061606	0.698480514	0.748136	0.740346692	0.733817749	0.710459473	0.716026679	0.752816387
VF3	0.530073376	0.744793579	0.307251605	0.444433888	0.397518741	0.653108591	0.420215235	0.484244511	0.467700854	0.414506238	0.492331208	0.398952381	0.474638827	0.584236661	0.587079134	0.602822709	0.35530299	0.397639587	0.479308883	0.573024437	0.40379177	0.45953658	0.44830375	0.367075697	0.522802212	0.404033542	0.456616486	0.412644043	0.417537653	0.822275775	0.364957175	0.587743293	0.369748706	0.407680914	0.355336826	0.464091803	0.49504783	0.341687517	0.40343384	0.511610646	0.510822236	0.461366865	0.338557662	0.3329972	0.431379243	0.549548229	0.412321627	0.423037749	0.340109645	0.371315519	0.441298983	0.350096422	0.365700574	0.433159894	0	0.389557544	0.299252136	0.719862388	0.692164502	0.714684718	0.745955546	0.698559983	0.699810288	0.734439341	0.707778076	0.688152373	0.666775121	0.686773862	0.670837014	0.698572269	0.679593058	0.692071583	0.699514166	0.728417228	0.694193757	0.693469229	0.714942529	0.625780911	0.611858522	0.640318662	0.609135707	0.68136795	0.685640091	0.623363783	0.596031184	0.686913098	0.694570679	0.83825282	0.816476634	0.727124939	0.718565129	0.704120495	0.687381348	0.720798489	0.707864425	0.68471447	0.697570298	0.680064171	0.697272679	0.689613642	0.669049305	0.652644633	0.707372849	0.708346369	0.699863126	0.677078639	0.680570022	0.71453951
VF4	0.613189683	0.768994648	0.544777914	0.406657203	0.44460219	0.629429839	0.312958604	0.568175535	0.561663069	0.545022284	0.392601008	0.401940878	0.495122327	0.63004464	0.682697241	0.715131477	0.513429658	0.398775034	0.588975428	0.695674642	0.343407458	0.521857289	0.585755314	0.540559774	0.331395195	0.45722121	0.488185679	0.431817577	0.551650226	0.814886533	0.48955998	0.362511722	0.491554571	0.460431463	0.327225145	0.58956961	0.598354067	0.500710467	0.409917964	0.626095361	0.592244274	0.318545759	0.350722906	0.576801509	0.459113175	0.531804738	0.477296419	0.389620091	0.579996106	0.45995579	0.445594816	0.485471626	0.315340414	0.597903532	0.389557544	0	0.443040145	0.779745177	0.759167498	0.780926354	0.80062562	0.764417807	0.766622802	0.780693207	0.769985475	0.754079791	0.735754437	0.759387425	0.746494073	0.761420253	0.748148879	0.713437202	0.705054527	0.788015308	0.756518245	0.756966575	0.77899677	0.603915934	0.627175701	0.664785894	0.634736719	0.74197058	0.754126377	0.652389484	0.618106625	0.700399722	0.705987553	0.867164683	0.854521533	0.737887505	0.72398923	0.719876237	0.707406667	0.778985527	0.772022854	0.748711932	0.764418555	0.750171024	0.767807121	0.739008143	0.735890273	0.724685933	0.749870964	0.766311843	0.75728225	0.749503092	0.751731775	0.774621597
VF5	0.467928406	0.770864788	0.39117435	0.494935961	0.362420994	0.623083301	0.42920256	0.397941515	0.602539124	0.480130176	0.536333565	0.43271539	0.426858185	0.517437256	0.548075996	0.606142566	0.43812496	0.437579335	0.347591657	0.529500692	0.356323299	0.412592061	0.547196943	0.425678976	0.541111322	0.285952202	0.441615554	0.372346832	0.416150665	0.821509722	0.426699496	0.618277591	0.262071319	0.405641725	0.376070907	0.414935865	0.633701646	0.393271338	0.44203313	0.431700416	0.491397429	0.450418524	0.300525976	0.355314222	0.392490643	0.5556846	0.310867716	0.375590506	0.341056778	0.366890392	0.499023453	0.213488078	0.325287705	0.447956774	0.299252136	0.443040145	0	0.737816408	0.715285364	0.741535806	0.756502377	0.719068177	0.722000737	0.744216188	0.718704466	0.705154262	0.681681226	0.711911357	0.69844738	0.713261227	0.691897005	0.708302881	0.710820896	0.747701082	0.716149818	0.702964816	0.726136563	0.683289797	0.658216869	0.673043046	0.647898546	0.701398655	0.70660144	0.652490039	0.644493114	0.716618209	0.724326154	0.845971438	0.823154944	0.739332516	0.735023809	0.728311705	0.712313497	0.737459023	0.724561056	0.70286738	0.719171505	0.696999818	0.720924006	0.715016083	0.694248443	0.67965214	0.732164802	0.720302364	0.714846913	0.692529051	0.702262485	0.736774461
MA1	0.796061885	0.910371861	0.70791814	0.812899787	0.751559418	0.796065539	0.799584465	0.783140388	0.810541914	0.721744701	0.853523526	0.750895004	0.794366647	0.836116298	0.840038988	0.884802221	0.713795323	0.815927312	0.797677033	0.865178142	0.796448818	0.767809741	0.796892401	0.736051502	0.823829787	0.789140805	0.811088077	0.815939785	0.757145951	0.916838597	0.727161087	0.84435591	0.751481841	0.790373417	0.787302266	0.779053547	0.788001708	0.712903226	0.816011988	0.839802966	0.806820001	0.818510254	0.773552216	0.731721059	0.803879345	0.729426566	0.793805244	0.829652797	0.72218215	0.7860252	0.690403001	0.731677758	0.806509295	0.749576494	0.719862388	0.779745177	0.737816408	0	0.167641432	0.121447028	0.113937813	0.194728496	0.182435392	0.167358079	0.123443422	0.278408782	0.274978089	0.143388385	0.229988286	0.138798877	0.211694878	0.41166592	0.448770266	0.234821091	0.256915705	0.195880904	0.218135348	0.541824158	0.498493068	0.5040539	0.499664354	0.248112844	0.195377917	0.42046133	0.435730807	0.598530541	0.609115489	0.708451991	0.623378028	0.609286646	0.609212885	0.574028797	0.567977467	0.167520436	0.172828508	0.310565404	0.185107557	0.279827167	0.228487932	0.367599569	0.204072647	0.220128526	0.269230769	0.14727632	0.142367257	0.296024872	0.345557612	0.401596477
MA2	0.77215052	0.892615303	0.704362832	0.785587809	0.757647311	0.805935098	0.797726298	0.759794266	0.804080328	0.723989682	0.832199304	0.747095525	0.787115446	0.791322092	0.813017881	0.85986029	0.711138707	0.779092914	0.782435345	0.833853102	0.781749664	0.751308901	0.79491833	0.730193876	0.810462066	0.777274199	0.803745318	0.783342289	0.745163224	0.905324814	0.727077287	0.830606352	0.746243558	0.782856528	0.76825004	0.771536592	0.792510611	0.708502463	0.780638905	0.807157486	0.790287924	0.797315364	0.758154807	0.712883275	0.784172508	0.733732029	0.777070472	0.817413508	0.700399111	0.769972917	0.688034211	0.695969499	0.802217347	0.734353291	0.692164502	0.759167498	0.715285364	0.167641432	0	0.216279196	0.255732502	0.291345519	0.278650571	0.305160191	0.239875729	0.354852829	0.284508906	0.217750372	0.213659852	0.246017507	0.166048802	0.433402852	0.510299262	0.349668586	0.357052793	0.18512257	0.282797203	0.551842047	0.503365332	0.506641366	0.496873768	0.340175302	0.214659097	0.447492077	0.447407818	0.597239856	0.614	0.726308957	0.640341806	0.618698341	0.635786941	0.603435073	0.590490212	0.268777089	0.272971912	0.415302336	0.274726495	0.37016094	0.263851811	0.470011378	0.24220092	0.20598717	0.311139143	0.218167349	0.22860166	0.349879814	0.305563647	0.364039463
MA3	0.797361081	0.90827905	0.71238844	0.810022201	0.759555908	0.800389126	0.796080089	0.790483376	0.805080298	0.723860448	0.852000422	0.748741589	0.794920534	0.833253981	0.836778523	0.88206024	0.717476864	0.813864745	0.795658405	0.862598655	0.790623674	0.772036311	0.792374441	0.738589212	0.820972676	0.788254053	0.806230562	0.813456143	0.759849705	0.914590001	0.731243713	0.841331718	0.755503313	0.789161413	0.7827239	0.782932539	0.783529163	0.716067811	0.811398854	0.840084948	0.804519236	0.813066386	0.768142531	0.731269203	0.804089061	0.730682128	0.791741642	0.828131457	0.721423693	0.782644301	0.686547351	0.735733062	0.800117522	0.744433771	0.714684718	0.780926354	0.741535806	0.121447028	0.216279196	0	0.14983292	0.228734074	0.218543046	0.215824223	0.124221602	0.312894014	0.29390681	0.171763175	0.243461432	0.163757095	0.214013294	0.426700699	0.474524382	0.27050891	0.291869129	0.218129369	0.268010575	0.553467659	0.515075786	0.511317338	0.507707663	0.291637079	0.199756529	0.419254157	0.439724831	0.602848445	0.622449538	0.716447333	0.646188485	0.628032345	0.62783433	0.602003986	0.584103115	0.198184569	0.206093388	0.339317388	0.210411199	0.299737589	0.216355441	0.373038745	0.221409865	0.214794816	0.28151669	0.174173334	0.169645794	0.305118327	0.333715465	0.392020957
